,gene,pvalue,qvalue,TIC
78,HSPA8,9.999000099990002e-05,0.001986273481247611,55.772041275484376
79,SERF2,9.999000099990002e-05,0.001986273481247611,55.06924422242894
80,RPS9,9.999000099990002e-05,0.001986273481247611,54.987912807903975
81,LDHA,9.999000099990002e-05,0.001986273481247611,54.715814408018836
82,EIF4G2,9.999000099990002e-05,0.001986273481247611,54.50375473127954
83,RPL35,9.999000099990002e-05,0.001986273481247611,53.93850703823153
84,UBA52,9.999000099990002e-05,0.001986273481247611,53.935313492910964
85,HSP90AA1,9.999000099990002e-05,0.001986273481247611,53.8207626072036
86,MYL6,9.999000099990002e-05,0.001986273481247611,53.32315344513319
87,H3F3A,9.999000099990002e-05,0.001986273481247611,53.06018849930973
88,GRINA,9.999000099990002e-05,0.001986273481247611,52.28519211994285
89,CD63,9.999000099990002e-05,0.001986273481247611,52.05230830658276
90,CERS2,9.999000099990002e-05,0.001986273481247611,52.023466105583786
91,RPS5,9.999000099990002e-05,0.001986273481247611,51.27609679548227
92,YWHAZ,9.999000099990002e-05,0.001986273481247611,51.1355646755378
93,RPL15,9.999000099990002e-05,0.001986273481247611,50.463210213575316
94,ATP5E,9.999000099990002e-05,0.001986273481247611,50.16133611139833
95,CD81,9.999000099990002e-05,0.001986273481247611,49.904539992659934
96,HLA-C,9.999000099990002e-05,0.001986273481247611,49.34212262570192
97,SDC1,9.999000099990002e-05,0.001986273481247611,48.75045538122592
98,RPS15A,9.999000099990002e-05,0.001986273481247611,48.53550047098855
99,SERPINA3,9.999000099990002e-05,0.001986273481247611,48.45869724417782
100,RPS8,9.999000099990002e-05,0.001986273481247611,47.8982344965691
101,RPL31,9.999000099990002e-05,0.001986273481247611,47.316606768984705
102,LSR,9.999000099990002e-05,0.001986273481247611,46.14198243692059
103,PLD3,9.999000099990002e-05,0.001986273481247611,45.03420743576502
104,LGALS3,9.999000099990002e-05,0.001986273481247611,44.496404274691365
105,RPL36,9.999000099990002e-05,0.001986273481247611,44.028274655929984
106,COX6B1,9.999000099990002e-05,0.001986273481247611,42.871106920930416
107,RPS21,9.999000099990002e-05,0.001986273481247611,42.72501059426566
108,PSMD8,9.999000099990002e-05,0.001986273481247611,42.72458430578878
109,RPS19,9.999000099990002e-05,0.001986273481247611,42.495695201065736
110,CD74,9.999000099990002e-05,0.001986273481247611,41.9729127124393
111,RPL34,9.999000099990002e-05,0.001986273481247611,41.72412981060665
112,RPS11,9.999000099990002e-05,0.001986273481247611,41.6462043921742
113,OAZ1,9.999000099990002e-05,0.001986273481247611,41.467244705366525
114,ALDOA,9.999000099990002e-05,0.001986273481247611,41.36601140594807
115,RPL37,9.999000099990002e-05,0.001986273481247611,41.18409654000334
116,RPL32,9.999000099990002e-05,0.001986273481247611,40.99541490513003
117,TAGLN2,9.999000099990002e-05,0.001986273481247611,40.72026851172494
118,FAU,9.999000099990002e-05,0.001986273481247611,40.474104757259305
119,KRT8,9.999000099990002e-05,0.001986273481247611,39.882485826344094
120,PFN1,9.999000099990002e-05,0.001986273481247611,39.78016541421514
121,RPL35A,9.999000099990002e-05,0.001986273481247611,39.69685411385184
122,NDUFA4,9.999000099990002e-05,0.001986273481247611,39.08241151195634
123,GNB2L1,9.999000099990002e-05,0.001986273481247611,39.026175232054214
124,CFL1,9.999000099990002e-05,0.001986273481247611,38.93031650600383
